"Time stamp","System power generated | (kW)"
"122229",-12.2538
"122230",-12.2538
"122231",-12.2538
"122232",-12.2538
"122233",-12.2538
"122234",-12.2538
"122235",-12.2538
"122236",-12.2538
"122237",-12.2538
"122238",-12.2538
"122239",-12.2538
"122240",-12.2538
"122241",3858.3
"122242",134.271
"122243",4798.25
"122244",11634.5
"122245",18614.3
"122246",13536.1
"122247",19938
"122248",1197.5
"122249",-12.2538
"122250",-12.2538
"122251",-12.2538
"122252",-12.2538
"122253",-12.2538
"122254",-12.2538
"122255",-12.2538
"122256",-12.2538
"122257",-12.2538
"122258",-12.2538
"122259",-12.2538
"122260",-12.2538
"122261",-12.2538
"122262",-12.2538
"122263",-12.2538
"122264",-12.2538
"122265",38708.3
"122266",50519.3
"122267",51490.9
"122268",46846.1
"122269",44957.3
"122270",47884.6
"122271",51892.4
"122272",49528.8
"122273",5070.84
"122274",-12.2538
"122275",-12.2538
"122276",-12.2538
"122277",-12.2538
"122278",-12.2538
"122279",-12.2538
"122280",-12.2538
"122281",-12.2538
"122282",-12.2538
"122283",-12.2538
"122284",-12.2538
"122285",-12.2538
"122286",-12.2538
"122287",-12.2538
"122288",-12.2538
"122289",39456.8
"122290",51327.1
"122291",51517.3
"122292",46890.5
"122293",44888.3
"122294",47483.2
"122295",50798.8
"122296",48585.3
"122297",33076.4
"122298",-12.2538
"122299",-12.2538
"122300",-12.2538
"122301",-12.2538
"122302",-12.2538
"122303",-12.2538
"122304",-12.2538
"122305",-12.2538
"122306",-12.2538
"122307",-12.2538
"122308",-12.2538
"122309",-12.2538
"122310",-12.2538
"122311",-12.2538
"122312",-12.2538
"122313",11265.9
"122314",50579.2
"122315",30129.6
"122316",32105.2
"122317",33957.4
"122318",17375.8
"122319",6344.71
"122320",5909.16
"122321",1329.34
"122322",-12.2538
"122323",-12.2538
"122324",-12.2538
"122325",-12.2538
"122326",-12.2538
"122327",-12.2538
"122328",-12.2538
"122329",-12.2538
"122330",-12.2538
"122331",-12.2538
"122332",-12.2538
"122333",-12.2538
"122334",-12.2538
"122335",-12.2538
"122336",-12.2538
"122337",40896.4
"122338",54779
"122339",56104.7
"122340",51765.8
"122341",49675.6
"122342",52443.7
"122343",56554.8
"122344",55044.7
"122345",39778.5
"122346",-12.2538
"122347",-12.2538
"122348",-12.2538
"122349",-12.2538
"122350",-12.2538
"122351",-12.2538
"122352",-12.2538
"122353",-12.2538
"122354",-12.2538
"122355",-12.2538
"122356",-12.2538
"122357",-12.2538
"122358",-12.2538
"122359",-12.2538
"122360",-12.2538
"122361",46154.1
"122362",57164.3
"122363",56652.3
"122364",50964.8
"122365",48424.4
"122366",50948
"122367",54757.4
"122368",34512
"122369",14742.9
"122370",-12.2538
"122371",-12.2538
"122372",-12.2538
"122373",-12.2538
"122374",-12.2538
"122375",-12.2538
"122376",-12.2538
"122377",-12.2538
"122378",-12.2538
"122379",-12.2538
"122380",-12.2538
"122381",-12.2538
"122382",-12.2538
"122383",-12.2538
"122384",-12.2538
"122385",43186.2
"122386",55353.1
"122387",54570.4
"122388",49558.7
"122389",47024.5
"122390",49184.6
"122391",53166.3
"122392",30476.8
"122393",8843.42
"122394",-12.2538
"122395",-12.2538
"122396",-12.2538
"122397",-12.2538
"122398",-12.2538
"122399",-12.2538
"122400",-12.2538
"122401",-12.2538
"122402",-12.2538
"122403",-12.2538
"122404",-12.2538
"122405",-12.2538
"122406",-12.2538
"122407",-12.2538
"122408",-12.2538
"122409",37115.8
"122410",49764.5
"122411",50668.3
"122412",45072.7
"122413",43006.5
"122414",32055.5
"122415",36023
"122416",11719.9
"122417",36860.8
"122418",-12.2538
"122419",-12.2538
"122420",-12.2538
"122421",-12.2538
"122422",-12.2538
"122423",-12.2538
"122424",-12.2538
"122425",-12.2538
"122426",-12.2538
"122427",-12.2538
"122428",-12.2538
"122429",-12.2538
"122430",-12.2538
"122431",-12.2538
"122432",-12.2538
"122433",35808.1
"122434",50305.7
"122435",51592.8
"122436",47573.1
"122437",45103.2
"122438",47283.4
"122439",51462.7
"122440",21713.4
"122441",6129.04
"122442",-12.2538
"122443",-12.2538
"122444",-12.2538
"122445",-12.2538
"122446",-12.2538
"122447",-12.2538
"122448",-12.2538
"122449",-12.2538
"122450",-12.2538
"122451",-12.2538
"122452",-12.2538
"122453",-12.2538
"122454",-12.2538
"122455",-12.2538
"122456",-12.2538
"122457",1187.62
"122458",49984.7
"122459",52094.9
"122460",48324.8
"122461",46009.3
"122462",48378.2
"122463",50921.9
"122464",47701.7
"122465",30857.1
"122466",-12.2538
"122467",-12.2538
"122468",-12.2538
"122469",-12.2538
"122470",-12.2538
"122471",-12.2538
"122472",-12.2538
"122473",-12.2538
"122474",-12.2538
"122475",-12.2538
"122476",-12.2538
"122477",-12.2538
"122478",-12.2538
"122479",-12.2538
"122480",-12.2538
"122481",1468.49
"122482",25780.8
"122483",35339.8
"122484",29060.4
"122485",21754.4
"122486",37526.2
"122487",23756.2
"122488",22586.9
"122489",10291.1
"122490",-12.2538
"122491",-12.2538
"122492",-12.2538
"122493",-12.2538
"122494",-12.2538
"122495",-12.2538
"122496",-12.2538
"122497",-12.2538
"122498",-12.2538
"122499",-12.2538
"122500",-12.2538
"122501",-12.2538
"122502",-12.2538
"122503",-12.2538
"122504",-12.2538
"122505",2488.88
"122506",29779.2
"122507",37556.8
"122508",33606.2
"122509",33943.6
"122510",35546.1
"122511",53308.9
"122512",51253.2
"122513",36800.5
"122514",-12.2538
"122515",-12.2538
"122516",-12.2538
"122517",-12.2538
"122518",-12.2538
"122519",-12.2538
"122520",-12.2538
"122521",-12.2538
"122522",-12.2538
"122523",-12.2538
"122524",-12.2538
"122525",-12.2538
"122526",-12.2538
"122527",-12.2538
"122528",-12.2538
"122529",4560.34
"122530",22695
"122531",18152.7
"122532",37013.2
"122533",46492.5
"122534",32557.4
"122535",53162.8
"122536",51522
"122537",38265.9
"122538",-12.2538
"122539",-12.2538
"122540",-12.2538
"122541",-12.2538
"122542",-12.2538
"122543",-12.2538
"122544",-12.2538
"122545",-12.2538
"122546",-12.2538
"122547",-12.2538
"122548",-12.2538
"122549",-12.2538
"122550",-12.2538
"122551",-12.2538
"122552",-12.2538
"122553",42132.1
"122554",55210.4
"122555",55177.9
"122556",50420.9
"122557",47761
"122558",49696.9
"122559",53430.8
"122560",51872.5
"122561",39189.5
"122562",-12.2538
"122563",-12.2538
"122564",-12.2538
"122565",-12.2538
"122566",-12.2538
"122567",-12.2538
"122568",-12.2538
"122569",-12.2538
"122570",-12.2538
"122571",-12.2538
"122572",-12.2538
"122573",-12.2538
"122574",-12.2538
"122575",-12.2538
"122576",-12.2538
"122577",40911.5
"122578",54174.3
"122579",54931.4
"122580",49361.8
"122581",46179.5
"122582",31446.8
"122583",31645
"122584",27868.2
"122585",16350.2
"122586",-12.2538
"122587",-12.2538
"122588",-12.2538
"122589",-12.2538
"122590",-12.2538
"122591",-12.2538
"122592",-12.2538
"122593",-12.2538
"122594",-12.2538
"122595",-12.2538
"122596",-12.2538
"122597",-12.2538
"122598",-12.2538
"122599",-12.2538
"122600",-12.2538
"122601",308.847
"122602",7761.28
"122603",5205.2
"122604",15937.4
"122605",26117.8
"122606",16431.7
"122607",15442.5
"122608",8887.33
"122609",860.732
"122610",-12.2538
"122611",-12.2538
"122612",-12.2538
"122613",-12.2538
"122614",-12.2538
"122615",-12.2538
"122616",-12.2538
"122617",-12.2538
"122618",-12.2538
"122619",-12.2538
"122620",-12.2538
"122621",-12.2538
"122622",-12.2538
"122623",-12.2538
"122624",-12.2538
"122625",34759.1
"122626",50673.6
"122627",53644
"122628",49779.4
"122629",47219.7
"122630",49580.2
"122631",35107.5
"122632",51989.8
"122633",38177.1
"122634",-12.2538
"122635",-12.2538
"122636",-12.2538
"122637",-12.2538
"122638",-12.2538
"122639",-12.2538
"122640",-12.2538
"122641",-12.2538
"122642",-12.2538
"122643",-12.2538
"122644",-12.2538
"122645",-12.2538
"122646",-12.2538
"122647",-12.2538
"122648",-12.2538
"122649",41440.3
"122650",54035.8
"122651",53693.1
"122652",48609.6
"122653",45943.4
"122654",47812.5
"122655",51833.1
"122656",50935.6
"122657",39040.3
"122658",-12.2538
"122659",-12.2538
"122660",-12.2538
"122661",-12.2538
"122662",-12.2538
"122663",-12.2538
"122664",-12.2538
"122665",-12.2538
"122666",-12.2538
"122667",-12.2538
"122668",-12.2538
"122669",-12.2538
"122670",-12.2538
"122671",-12.2538
"122672",-12.2538
"122673",39707.3
"122674",53246
"122675",53653.5
"122676",48773.4
"122677",46136
"122678",47865.6
"122679",51561.5
"122680",50061.5
"122681",38719.1
"122682",-12.2538
"122683",-12.2538
"122684",-12.2538
"122685",-12.2538
"122686",-12.2538
"122687",-12.2538
"122688",-12.2538
"122689",-12.2538
"122690",-12.2538
"122691",-12.2538
"122692",-12.2538
"122693",-12.2538
"122694",-12.2538
"122695",-12.2538
"122696",-12.2538
"122697",38390.7
"122698",51198.6
"122699",51806
"122700",47656.7
"122701",36228.2
"122702",9695.46
"122703",18450
"122704",50512.8
"122705",39251
"122706",-12.2538
"122707",-12.2538
"122708",-12.2538
"122709",-12.2538
"122710",-12.2538
"122711",-12.2538
"122712",-12.2538
"122713",-12.2538
"122714",-12.2538
"122715",-12.2538
"122716",-12.2538
"122717",-12.2538
"122718",-12.2538
"122719",-12.2538
"122720",-12.2538
"122721",41812.6
"122722",54149.3
"122723",54244.1
"122724",48764.6
"122725",46097.9
"122726",47905.4
"122727",51204.1
"122728",50708.5
"122729",39601.8
"122730",-12.2538
"122731",-12.2538
"122732",-12.2538
"122733",-12.2538
"122734",-12.2538
"122735",-12.2538
"122736",-12.2538
"122737",-12.2538
"122738",-12.2538
"122739",-12.2538
"122740",-12.2538
"122741",-12.2538
"122742",-12.2538
"122743",-12.2538
"122744",-12.2538
"122745",39631.7
"122746",53112.6
"122747",53112.2
"122748",48743.4
"122749",46221.1
"122750",48106.8
"122751",51569.2
"122752",51351.5
"122753",40226.1
"122754",-12.2538
"122755",-12.2538
"122756",-12.2538
"122757",-12.2538
"122758",-12.2538
"122759",-12.2538
"122760",-12.2538
"122761",-12.2538
"122762",-12.2538
"122763",-12.2538
"122764",-12.2538
"122765",-12.2538
"122766",-12.2538
"122767",-12.2538
"122768",-12.2538
"122769",38137.1
"122770",51591
"122771",52456.2
"122772",47973.4
"122773",45476
"122774",47064
"122775",50957.7
"122776",50319.2
"122777",39480
"122778",-12.2538
"122779",-12.2538
"122780",-12.2538
"122781",-12.2538
"122782",-12.2538
"122783",-12.2538
"122784",-12.2538
"122785",-12.2538
"122786",-12.2538
"122787",-12.2538
"122788",-12.2538
"122789",-12.2538
"122790",-12.2538
"122791",-12.2538
"122792",-12.2538
"122793",37027.1
"122794",51058.5
"122795",52519.2
"122796",48903.2
"122797",46191.7
"122798",47885.4
"122799",51296.2
"122800",49920.7
"122801",37939.6
"122802",-12.2538
"122803",-12.2538
"122804",-12.2538
"122805",-12.2538
"122806",-12.2538
"122807",-12.2538
"122808",-12.2538
"122809",-12.2538
"122810",-12.2538
"122811",-12.2538
"122812",-12.2538
"122813",-12.2538
"122814",-12.2538
"122815",-12.2538
"122816",-12.2538
"122817",35656.7
"122818",52247.3
"122819",55220.6
"122820",51615.3
"122821",49180.3
"122822",51336.9
"122823",55152.9
"122824",54346.2
"122825",42523.4
"122826",-12.2538
"122827",-12.2538
"122828",-12.2538
"122829",-12.2538
"122830",-12.2538
"122831",-12.2538
"122832",-12.2538
"122833",-12.2538
"122834",-12.2538
"122835",-12.2538
"122836",-12.2538
"122837",-12.2538
"122838",-12.2538
"122839",-12.2538
"122840",-12.2538
"122841",9665.24
"122842",52572.3
"122843",53595.2
"122844",49297.3
"122845",46956.7
"122846",34445
"122847",52030.4
"122848",51170
"122849",32728.2
"122850",-12.2538
"122851",-12.2538
"122852",-12.2538
"122853",-12.2538
"122854",-12.2538
"122855",-12.2538
"122856",-12.2538
"122857",-12.2538
"122858",-12.2538
"122859",-12.2538
"122860",-12.2538
"122861",-12.2538
"122862",-12.2538
"122863",-12.2538
"122864",-12.2538
"122865",38969.7
"122866",52249.7
"122867",52949.6
"122868",48188.6
"122869",45634.2
"122870",36714.9
"122871",51776.7
"122872",29566.2
"122873",40970.6
"122874",-12.2538
"122875",-12.2538
"122876",-12.2538
"122877",-12.2538
"122878",-12.2538
"122879",-12.2538
"122880",-12.2538
"122881",-12.2538
"122882",-12.2538
"122883",-12.2538
"122884",-12.2538
"122885",-12.2538
"122886",-12.2538
"122887",-12.2538
"122888",-12.2538
"122889",11045.4
"122890",34760.8
"122891",25163.2
"122892",31512.5
"122893",38186.9
"122894",33277.8
"122895",36374.5
"122896",38966.7
"122897",14303.9
"122898",-12.2538
"122899",-12.2538
"122900",-12.2538
"122901",-12.2538
"122902",-12.2538
"122903",-12.2538
"122904",-12.2538
"122905",-12.2538
"122906",-12.2538
"122907",-12.2538
"122908",-12.2538
"122909",-12.2538
"122910",-12.2538
"122911",-12.2538
"122912",-12.2538
"122913",-12.2538
"122914",6476.13
"122915",31098.6
"122916",39014.6
"122917",16444.3
"122918",22747.9
"122919",17875.4
"122920",26551.4
"122921",42117.5
"122922",3397.42
"122923",-12.2538
"122924",-12.2538
"122925",-12.2538
"122926",-12.2538
"122927",-12.2538
"122928",-12.2538
"122929",-12.2538
"122930",-12.2538
"122931",-12.2538
"122932",-12.2538
"122933",-12.2538
"122934",-12.2538
"122935",-12.2538
"122936",-12.2538
"122937",46495.7
"122938",58503.7
"122939",58266.5
"122940",52700.9
"122941",49716.7
"122942",51145.5
"122943",54886.7
"122944",55180.1
"122945",45540.4
"122946",7265.67
"122947",-12.2538
"122948",-12.2538
"122949",-12.2538
"122950",-12.2538
"122951",-12.2538
"122952",-12.2538
"122953",-12.2538
"122954",-12.2538
"122955",-12.2538
"122956",-12.2538
"122957",-12.2538
"122958",-12.2538
"122959",-12.2538
"122960",-12.2538
"122961",10144.6
"122962",26388.2
"122963",55615
"122964",38343.3
"122965",39844.7
"122966",44490.4
"122967",34483.8
"122968",7533.64
"122969",1135.03
"122970",-12.2538
"122971",-12.2538
"122972",-12.2538
"122973",-12.2538
"122974",-12.2538
"122975",-12.2538
"122976",-12.2538
"122977",-12.2538
"122978",-12.2538
"122979",-12.2538
"122980",-12.2538
"122981",-12.2538
"122982",-12.2538
"122983",-12.2538
"122984",-12.2538
"122985",64.2124
"122986",7672.63
"122987",5774.66
"122988",15128.7
"122989",5441.72
"122990",19479.8
"122991",11870.7
"122992",8744.58
"122993",1539.53
"122994",-12.2538
"122995",-12.2538
"122996",-12.2538
"122997",-12.2538
"122998",-12.2538
"122999",-12.2538
"123000",-12.2538
"123001",-12.2538
"123002",-12.2538
"123003",-12.2538
"123004",-12.2538
"123005",-12.2538
"123006",-12.2538
"123007",-12.2538
"123008",-12.2538
"123009",4529.73
"123010",51227.1
"123011",53725.2
"123012",34828.9
"123013",38351.3
"123014",36050.7
"123015",32130.3
"123016",50219.1
"123017",38214.7
"123018",3217.28
"123019",-12.2538
"123020",-12.2538
"123021",-12.2538
"123022",-12.2538
"123023",-12.2538
"123024",-12.2538
"123025",-12.2538
"123026",-12.2538
"123027",-12.2538
"123028",-12.2538
"123029",-12.2538
"123030",-12.2538
"123031",-12.2538
"123032",-12.2538
"123033",39424.7
"123034",53677.5
"123035",55550.1
"123036",50785.8
"123037",48055.8
"123038",49377
"123039",51806.8
"123040",51721
"123041",40944.8
"123042",4532.67
"123043",-12.2538
"123044",-12.2538
"123045",-12.2538
"123046",-12.2538
"123047",-12.2538
"123048",-12.2538
"123049",-12.2538
"123050",-12.2538
"123051",-12.2538
"123052",-12.2538
"123053",-12.2538
"123054",-12.2538
"123055",-12.2538
"123056",-12.2538
"123057",40231.5
"123058",53972.9
"123059",55222.1
"123060",50198.5
"123061",47607.3
"123062",48849.6
"123063",52352.6
"123064",51941.3
"123065",42154.2
"123066",5853.98
"123067",-12.2538
"123068",-12.2538
"123069",-12.2538
"123070",-12.2538
"123071",-12.2538
"123072",-12.2538
"123073",-12.2538
"123074",-12.2538
"123075",-12.2538
"123076",-12.2538
"123077",-12.2538
"123078",-12.2538
"123079",-12.2538
"123080",-12.2538
"123081",38751.2
"123082",53449.7
"123083",55018.7
"123084",50429.5
"123085",47508.1
"123086",48352.4
"123087",52013.5
"123088",52676.1
"123089",44508.8
"123090",9861.14
"123091",-12.2538
"123092",-12.2538
"123093",-12.2538
"123094",-12.2538
"123095",-12.2538
"123096",-12.2538
"123097",-12.2538
"123098",-12.2538
"123099",-12.2538
"123100",-12.2538
"123101",-12.2538
"123102",-12.2538
"123103",-12.2538
"123104",-12.2538
"123105",40574.6
"123106",54315.7
"123107",55384.8
"123108",50426.3
"123109",47863.5
"123110",49155.6
"123111",53230.2
"123112",53095.4
"123113",43740.1
"123114",10329.8
"123115",-12.2538
"123116",-12.2538
"123117",-12.2538
"123118",-12.2538
"123119",-12.2538
"123120",-12.2538
"123121",-12.2538
"123122",-12.2538
"123123",-12.2538
"123124",-12.2538
"123125",-12.2538
"123126",-12.2538
"123127",-12.2538
"123128",-12.2538
"123129",7400.24
"123130",17325.7
"123131",27230.3
"123132",16172.6
"123133",17045.1
"123134",13468.2
"123135",38713.6
"123136",51548.5
"123137",38013.8
"123138",615.424
"123139",-12.2538
"123140",-12.2538
"123141",-12.2538
"123142",-12.2538
"123143",-12.2538
"123144",-12.2538
"123145",-12.2538
"123146",-12.2538
"123147",-12.2538
"123148",-12.2538
"123149",-12.2538
"123150",-12.2538
"123151",-12.2538
"123152",-12.2538
"123153",43230.8
"123154",31482.4
"123155",35582.3
"123156",31410
"123157",38684.2
"123158",31822.9
"123159",28421.2
"123160",10805.8
"123161",17123
"123162",238.43
"123163",-12.2538
"123164",-12.2538
"123165",-12.2538
"123166",-12.2538
"123167",-12.2538
"123168",-12.2538
"123169",-12.2538
"123170",-12.2538
"123171",-12.2538
"123172",-12.2538
"123173",-12.2538
"123174",-12.2538
"123175",-12.2538
"123176",-12.2538
"123177",16875.8
"123178",54865.5
"123179",36525.8
"123180",24999.4
"123181",27315.3
"123182",29022.1
"123183",35851.9
"123184",8711.55
"123185",4927.64
"123186",242.21
"123187",-12.2538
"123188",-12.2538
"123189",-12.2538
"123190",-12.2538
"123191",-12.2538
"123192",-12.2538
"123193",-12.2538
"123194",-12.2538
"123195",-12.2538
"123196",-12.2538
"123197",-12.2538
"123198",-12.2538
"123199",-12.2538
"123200",-12.2538
"123201",42281.3
"123202",57014.4
"123203",59297.7
"123204",54770.6
"123205",52234.5
"123206",53648
"123207",57128.6
"123208",57557.7
"123209",47870.4
"123210",12843.3
"123211",-12.2538
"123212",-12.2538
"123213",-12.2538
"123214",-12.2538
"123215",-12.2538
"123216",-12.2538
"123217",-12.2538
"123218",-12.2538
"123219",-12.2538
"123220",-12.2538
"123221",-12.2538
"123222",-12.2538
"123223",-12.2538
"123224",-12.2538
"123225",45832.4
"123226",59133.7
"123227",60644.3
"123228",56006.1
"123229",53262.9
"123230",54463.4
"123231",57841.5
"123232",58689
"123233",49272
"123234",15089.6
"123235",-12.2538
"123236",-12.2538
"123237",-12.2538
"123238",-12.2538
"123239",-12.2538
"123240",-12.2538
"123241",-12.2538
"123242",-12.2538
"123243",-12.2538
"123244",-12.2538
"123245",-12.2538
"123246",-12.2538
"123247",-12.2538
"123248",-12.2538
"123249",43441.1
"123250",56815.3
"123251",57140.8
"123252",52264.9
"123253",49748.6
"123254",50844.2
"123255",54304
"123256",55158.9
"123257",47043.4
"123258",13515.1
"123259",-12.2538
"123260",-12.2538
"123261",-12.2538
"123262",-12.2538
"123263",-12.2538
"123264",-12.2538
"123265",-12.2538
"123266",-12.2538
"123267",-12.2538
"123268",-12.2538
"123269",-12.2538
"123270",-12.2538
"123271",-12.2538
"123272",-12.2538
"123273",8370.77
"123274",36790.2
"123275",30243.3
"123276",32463.3
"123277",25687.8
"123278",31949.4
"123279",36786.4
"123280",27208.9
"123281",6888.23
"123282",276.682
"123283",-12.2538
"123284",-12.2538
"123285",-12.2538
"123286",-12.2538
"123287",-12.2538
"123288",-12.2538
"123289",-12.2538
"123290",-12.2538
"123291",-12.2538
"123292",-12.2538
"123293",-12.2538
"123294",-12.2538
"123295",-12.2538
"123296",-12.2538
"123297",45966.2
"123298",59826.1
"123299",60509
"123300",55915.7
"123301",53285.2
"123302",54480.2
"123303",57886.4
"123304",58670.8
"123305",50260.1
"123306",18153.1
"123307",-12.2538
"123308",-12.2538
"123309",-12.2538
"123310",-12.2538
"123311",-12.2538
"123312",-12.2538
"123313",-12.2538
"123314",-12.2538
"123315",-12.2538
"123316",-12.2538
"123317",-12.2538
"123318",-12.2538
"123319",-12.2538
"123320",-12.2538
"123321",45351.3
"123322",59306.3
"123323",59714.9
"123324",55224.1
"123325",52753.1
"123326",53799.7
"123327",56806.3
"123328",57172.3
"123329",49311.4
"123330",18082.9
"123331",-12.2538
"123332",-12.2538
"123333",-12.2538
"123334",-12.2538
"123335",-12.2538
"123336",-12.2538
"123337",-12.2538
"123338",-12.2538
"123339",-12.2538
"123340",-12.2538
"123341",-12.2538
"123342",-12.2538
"123343",-12.2538
"123344",-12.2538
"123345",45062.4
"123346",57716.8
"123347",57224.5
"123348",53664.6
"123349",51076.6
"123350",51560.3
"123351",55090.7
"123352",57279.3
"123353",49412
"123354",19492.3
"123355",-12.2538
"123356",-12.2538
"123357",-12.2538
"123358",-12.2538
"123359",-12.2538
"123360",-12.2538
"123361",-12.2538
"123362",-12.2538
"123363",-12.2538
"123364",-12.2538
"123365",-12.2538
"123366",-12.2538
"123367",-12.2538
"123368",-12.2538
"123369",4709.64
"123370",55329.3
"123371",22415.8
"123372",54124
"123373",51295.7
"123374",52524.2
"123375",55945.4
"123376",56613.5
"123377",48296.8
"123378",10547.2
"123379",-12.2538
"123380",-12.2538
"123381",-12.2538
"123382",-12.2538
"123383",-12.2538
"123384",-12.2538
"123385",-12.2538
"123386",-12.2538
"123387",-12.2538
"123388",-12.2538
"123389",-12.2538
"123390",-12.2538
"123391",-12.2538
"123392",-12.2538
"123393",51942.2
"123394",64035.3
"123395",64779.7
"123396",59814.5
"123397",56913.6
"123398",57745.1
"123399",61180
"123400",62142.3
"123401",54628.4
"123402",26382.5
"123403",-12.2538
"123404",-12.2538
"123405",-12.2538
"123406",-12.2538
"123407",-12.2538
"123408",-12.2538
"123409",-12.2538
"123410",-12.2538
"123411",-12.2538
"123412",-12.2538
"123413",-12.2538
"123414",-12.2538
"123415",-12.2538
"123416",-12.2538
"123417",47637.7
"123418",60546.8
"123419",60914.4
"123420",56176.8
"123421",53724.3
"123422",54803.9
"123423",58081.6
"123424",59086.8
"123425",50860.5
"123426",24631.2
"123427",-12.2538
"123428",-12.2538
"123429",-12.2538
"123430",-12.2538
"123431",-12.2538
"123432",-12.2538
"123433",-12.2538
"123434",-12.2538
"123435",-12.2538
"123436",-12.2538
"123437",-12.2538
"123438",-12.2538
"123439",-12.2538
"123440",-12.2538
"123441",47632.3
"123442",60031.8
"123443",60322.9
"123444",45070.5
"123445",53602.1
"123446",54491.9
"123447",57412.2
"123448",43800.3
"123449",41132.2
"123450",26540.4
"123451",-12.2538
"123452",-12.2538
"123453",-12.2538
"123454",-12.2538
"123455",-12.2538
"123456",-12.2538
"123457",-12.2538
"123458",-12.2538
"123459",-12.2538
"123460",-12.2538
"123461",-12.2538
"123462",-12.2538
"123463",-12.2538
"123464",-12.2538
"123465",48824.2
"123466",60024.8
"123467",60070.6
"123468",55526.7
"123469",52917.3
"123470",53630.6
"123471",56731.1
"123472",57618.1
"123473",51309.3
"123474",29179.2
"123475",-12.2538
"123476",-12.2538
"123477",-12.2538
"123478",-12.2538
"123479",-12.2538
"123480",-12.2538
"123481",-12.2538
"123482",-12.2538
"123483",-12.2538
"123484",-12.2538
"123485",-12.2538
"123486",-12.2538
"123487",-12.2538
"123488",-12.2538
"123489",48373.7
"123490",58460.5
"123491",58868.5
"123492",54827.7
"123493",52653.2
"123494",53750.4
"123495",56744.4
"123496",57632.9
"123497",52069.9
"123498",29219.6
"123499",-12.2538
"123500",-12.2538
"123501",-12.2538
"123502",-12.2538
"123503",-12.2538
"123504",-12.2538
"123505",-12.2538
"123506",-12.2538
"123507",-12.2538
"123508",-12.2538
"123509",-12.2538
"123510",-12.2538
"123511",-12.2538
"123512",90.8124
"123513",46968.3
"123514",59074.7
"123515",42644
"123516",56094.1
"123517",53845.1
"123518",47611.9
"123519",57738.9
"123520",49872.8
"123521",38139.7
"123522",16096.5
"123523",-12.2538
"123524",-12.2538
"123525",-12.2538
"123526",-12.2538
"123527",-12.2538
"123528",-12.2538
"123529",-12.2538
"123530",-12.2538
"123531",-12.2538
"123532",-12.2538
"123533",-12.2538
"123534",-12.2538
"123535",-12.2538
"123536",1850.72
"123537",44057.2
"123538",58533.2
"123539",60730.5
"123540",57783.1
"123541",55100.7
"123542",55753.6
"123543",58915.5
"123544",59382.2
"123545",49174.4
"123546",21700.2
"123547",-12.2538
"123548",-12.2538
"123549",-12.2538
"123550",-12.2538
"123551",-12.2538
"123552",-12.2538
"123553",-12.2538
"123554",-12.2538
"123555",-12.2538
"123556",-12.2538
"123557",-12.2538
"123558",-12.2538
"123559",-12.2538
"123560",50.6288
"123561",29030.8
"123562",35183.5
"123563",35544.2
"123564",61155.9
"123565",58632.3
"123566",46216.4
"123567",48683.2
"123568",62690.9
"123569",53441.3
"123570",28697.1
"123571",-12.2538
"123572",-12.2538
"123573",-12.2538
"123574",-12.2538
"123575",-12.2538
"123576",-12.2538
"123577",-12.2538
"123578",-12.2538
"123579",-12.2538
"123580",-12.2538
"123581",-12.2538
"123582",-12.2538
"123583",-12.2538
"123584",5732.2
"123585",48957.5
"123586",62535.8
"123587",64761.7
"123588",61198.8
"123589",58763.4
"123590",59708.2
"123591",63188.3
"123592",65055.2
"123593",57581.3
"123594",33074.9
"123595",-12.2538
"123596",-12.2538
"123597",-12.2538
"123598",-12.2538
"123599",-12.2538
"123600",-12.2538
"123601",-12.2538
"123602",-12.2538
"123603",-12.2538
"123604",-12.2538
"123605",-12.2538
"123606",-12.2538
"123607",-12.2538
"123608",597.262
"123609",50850.9
"123610",62126.7
"123611",62303.7
"123612",50272
"123613",50466.8
"123614",56321.1
"123615",43966.2
"123616",60010.8
"123617",52543
"123618",23824.7
"123619",-12.2538
"123620",-12.2538
"123621",-12.2538
"123622",-12.2538
"123623",-12.2538
"123624",-12.2538
"123625",-12.2538
"123626",-12.2538
"123627",-12.2538
"123628",-12.2538
"123629",-12.2538
"123630",-12.2538
"123631",-12.2538
"123632",7778.27
"123633",49426.7
"123634",61856
"123635",61988.5
"123636",57886.9
"123637",55628.9
"123638",56796.3
"123639",60044.7
"123640",62762.1
"123641",56615.4
"123642",33917.8
"123643",-12.2538
"123644",-12.2538
"123645",-12.2538
"123646",-12.2538
"123647",-12.2538
"123648",-12.2538
"123649",-12.2538
"123650",-12.2538
"123651",-12.2538
"123652",-12.2538
"123653",-12.2538
"123654",-12.2538
"123655",-12.2538
"123656",10046.6
"123657",50841
"123658",62022.4
"123659",63319.2
"123660",60639.7
"123661",58531.1
"123662",59579.4
"123663",62689.4
"123664",64131.8
"123665",57691.8
"123666",34408.4
"123667",-12.2538
"123668",-12.2538
"123669",-12.2538
"123670",-12.2538
"123671",-12.2538
"123672",-12.2538
"123673",-12.2538
"123674",-12.2538
"123675",-12.2538
"123676",-12.2538
"123677",-12.2538
"123678",-12.2538
"123679",-12.2538
"123680",11314.3
"123681",51906.1
"123682",64391.9
"123683",64705.3
"123684",49577
"123685",36398.2
"123686",13218.7
"123687",5098.55
"123688",51096.9
"123689",33154
"123690",9422.32
"123691",-12.2538
"123692",-12.2538
"123693",-12.2538
